id,title,year,genre,certificate,time,ImdbRating,metascore,votes,simple_desc
tt0411477,Hellboy II: The Golden Army,2008,"Action, Adventure, Fantasy",PG-13,120,7.0,78,273136,A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.
tt0120804,Resident Evil,2002,"Action, Horror, Sci-Fi",R,100,6.6,33,272697,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident."
tt0286716,Hulk,2003,"Action, Sci-Fi",PG-13,138,5.6,54,269119,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry."
tt0259711,Vanilla Sky,2001,"Fantasy, Mystery, Romance",R,136,6.9,45,268738,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
tt0437086,Alita: Battle Angel,2019,"Action, Adventure, Sci-Fi",PG-13,122,7.3,53,268001,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
tt0486576,4: Rise of the Silver Surfer,2007,"Action, Adventure, Fantasy",PG,92,5.6,45,266912,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
tt1001526,Megamind,2010,"Animation, Action, Comedy",PG,95,7.3,63,263374,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world."
tt1385826,The Adjustment Bureau,2011,"Romance, Sci-Fi, Thriller",PG-13,106,7.0,60,258960,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.
tt3450958,War for the Planet of the Apes,2017,"Action, Adventure, Drama",PG-13,140,7.4,82,257948,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
tt3464902,The Lobster,2015,"Drama, Romance, Sci-Fi",R,119,7.1,82,256793,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods."
tt1386703,Total Recall,2012,"Action, Adventure, Sci-Fi",PG-13,118,6.2,43,255623,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
tt0118688,Batman & Robin,1997,"Action, Sci-Fi",PG-13,125,3.7,28,254755,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.
tt1092026,Paul,2011,"Adventure, Comedy, Sci-Fi",R,104,6.9,57,253965,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
tt1823672,Chappie,2015,"Action, Crime, Drama",R,120,6.8,41,252922,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
tt1706593,Chronicle,2012,"Action, Drama, Sci-Fi",PG-13,89,7.0,69,252818,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.
tt4046784,Maze Runner: The Scorch Trials,2015,"Action, Adventure, Sci-Fi",PG-13,131,6.3,43,251777,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
tt0448134,Sunshine,2007,"Sci-Fi, Thriller",R,107,7.2,64,251697,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.
tt1440129,Battleship,2012,"Action, Adventure, Sci-Fi",PG-13,131,5.8,41,249100,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.
tt0118583,Alien Resurrection,1997,"Action, Horror, Sci-Fi",R,109,6.2,63,248928,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth."
tt10838180,The Matrix Resurrections,2021,"Action, Sci-Fi",R,148,5.7,63,248125,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more."
tt2660888,Star Trek Beyond,2016,"Action, Adventure, Sci-Fi",PG-13,122,7.0,68,247135,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test."
tt6823368,Glass,2019,"Drama, Horror, Sci-Fi",PG-13,129,6.6,43,243988,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
tt1731141,Ender's Game,2013,"Action, Adventure, Sci-Fi",PG-13,114,6.6,51,241649,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind."
tt0134847,Pitch Black,2000,"Action, Horror, Sci-Fi",R,109,7.1,49,241149,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.
tt2293640,Minions,2015,"Animation, Adventure, Comedy",PG,91,6.4,56,239989,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
tt0414993,The Fountain,2006,"Drama, Mystery, Romance",PG-13,97,7.2,51,239987,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi."
tt6710474,Everything Everywhere All at Once,2022,"Action, Adventure, Comedy",R,139,8.1,81,239182,"An aging Chinese immigrant is swept up in an insane adventure, in which she alone can save the world by exploring other universes connecting with the lives she could have led."
tt2908446,Insurgent,2015,"Action, Adventure, Sci-Fi",PG-13,119,6.2,42,239108,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.
tt1464540,I Am Number Four,2011,"Action, Adventure, Sci-Fi",PG-13,111,6.1,36,238807,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story."
tt2935510,Ad Astra,2019,"Adventure, Drama, Mystery",PG-13,123,6.5,80,235939,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
tt0448011,Knowing,2009,"Action, Mystery, Sci-Fi",PG-13,121,6.2,41,235706,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
tt0844471,Cloudy with a Chance of Meatballs,2009,"Animation, Adventure, Comedy",PG,90,6.9,66,234288,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
tt0485947,Mr. Nobody,2009,"Drama, Fantasy, Romance",R,141,7.8,63,234244,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
tt1424381,Predators,2010,"Action, Adventure, Sci-Fi",R,107,6.4,51,232824,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.
tt1289401,Ghostbusters,2016,"Action, Comedy, Fantasy",PG-13,117,6.9,60,232805,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
tt0123755,Cube,1997,"Drama, Horror, Mystery",R,90,7.2,61,232336,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.
tt5442430,Life,2017,"Horror, Sci-Fi, Thriller",R,104,6.6,54,232218,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.
tt2209764,Transcendence,2014,"Action, Drama, Sci-Fi",PG-13,119,6.2,42,230224,A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.
tt0296572,The Chronicles of Riddick,2004,"Action, Adventure, Sci-Fi",R,119,6.6,38,229950,"The wanted criminal Richard Bruno Riddick (Vin Diesel) arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe."
tt1234721,RoboCop,2014,"Action, Crime, Sci-Fi",PG-13,117,6.2,52,229450,"In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer."
tt0116996,Mars Attacks!,1996,"Comedy, Sci-Fi",PG-13,106,6.4,52,229110,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.
tt1051906,The Invisible Man,2020,"Drama, Horror, Mystery",R,124,7.1,72,228597,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
tt8332922,A Quiet Place Part II,2020,"Drama, Horror, Sci-Fi",PG-13,97,7.2,71,226882,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
tt2184339,The Purge,2013,"Horror, Sci-Fi, Thriller",R,85,5.7,41,225413,"A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal."
tt7097896,Venom: Let There Be Carnage,2021,"Action, Adventure, Sci-Fi",PG-13,97,5.9,49,222876,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution."
tt0409847,Cowboys & Aliens,2011,"Action, Sci-Fi, Thriller",PG-13,119,6.0,50,222316,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way."
tt0133152,Planet of the Apes,2001,"Action, Adventure, Sci-Fi",PG-13,119,5.7,50,220790,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
tt0187738,Blade II,2002,"Action, Horror, Sci-Fi",R,117,6.7,52,220319,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires."
tt1219827,Ghost in the Shell,2017,"Action, Crime, Drama",PG-13,107,6.3,52,215866,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals."
tt0397892,Bolt,2008,"Animation, Adventure, Comedy",PG,96,6.8,67,212238,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.
tt1291150,Teenage Mutant Ninja Turtles,2014,"Action, Adventure, Comedy",PG-13,101,5.8,31,211663,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
tt0452608,Death Race,2008,"Action, Sci-Fi, Thriller",R,105,6.4,43,210259,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.
tt1046173,G.I. Joe: The Rise of Cobra,2009,"Action, Adventure, Sci-Fi",PG-13,118,5.7,32,209413,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
tt5034838,Godzilla vs. Kong,2021,"Action, Sci-Fi, Thriller",PG-13,113,6.3,59,208761,The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each other--the fearsome Godzilla and the mighty Kong--with humanity caught in the balance.
tt0949731,The Happening,2008,"Adventure, Drama, Sci-Fi",R,91,5.0,34,208063,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide."
tt9777666,The Tomorrow War,2021,"Action, Adventure, Drama",PG-13,138,6.5,45,205400,A family man is drafted to fight in a future war where the fate of humanity relies on his ability to confront the past.
tt1815862,After Earth,2013,"Action, Adventure, Sci-Fi",PG-13,100,4.8,33,202019,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."
tt0370263,AVP: Alien vs. Predator,2004,"Action, Adventure, Horror",PG-13,101,5.6,29,201966,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win."
tt0088846,Brazil,1985,"Drama, Sci-Fi",R,132,7.9,84,201611,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
tt0118929,Dark City,1998,"Fantasy, Mystery, Sci-Fi",R,100,7.6,66,201029,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
tt0318627,Resident Evil: Apocalypse,2004,"Action, Horror, Sci-Fi",R,94,6.1,35,200851,"Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped."
tt2094766,Assassin's Creed,2016,"Action, Adventure, Sci-Fi",PG-13,115,5.6,36,199971,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society."
tt0371724,The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Sci-Fi",PG,109,6.7,63,199711,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy."""
tt2463208,The Adam Project,2022,"Action, Adventure, Comedy",PG-13,106,6.7,55,198815,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future."
tt0117705,Space Jam,1996,"Animation, Adventure, Comedy",PG,88,6.5,59,198745,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan."
tt0129167,The Iron Giant,1999,"Animation, Action, Adventure",PG,86,8.1,85,198397,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
tt0114898,Waterworld,1995,"Action, Adventure, Sci-Fi",PG-13,135,6.2,56,197588,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land."
tt0432021,Resident Evil: Extinction,2007,"Action, Horror, Sci-Fi",R,94,6.2,41,196933,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp."
tt0120685,Godzilla,1998,"Action, Sci-Fi, Thriller",PG-13,139,5.4,32,194624,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.
tt0111282,Stargate,1994,"Action, Adventure, Sci-Fi",PG-13,116,7.0,42,192002,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
tt0275847,Lilo & Stitch,2002,"Animation, Adventure, Comedy",PG,85,7.3,73,191983,"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace."
tt1617661,Jupiter Ascending,2015,"Action, Adventure, Sci-Fi",PG-13,127,5.3,40,189247,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.
tt6565702,Dark Phoenix,2019,"Action, Adventure, Sci-Fi",PG-13,113,5.7,43,187951,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity."
tt0094625,Akira,1988,"Animation, Action, Drama",R,124,8.0,67,187210,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
tt6499752,Upgrade,2018,"Action, Sci-Fi, Thriller",R,100,7.5,67,186576,"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant."
tt0272152,K-PAX,2001,"Drama, Mystery, Sci-Fi",PG-13,120,7.4,49,185103,"PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations."
tt11866324,Prey,2022,"Action, Adventure, Drama",R,99,7.2,71,184080,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth."
tt1527186,Melancholia,2011,"Drama, Sci-Fi",R,135,7.1,80,183939,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
tt3741700,Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",PG-13,132,6.0,48,183434,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
tt1964418,Tomorrowland,2015,"Action, Adventure, Family",PG,130,6.4,60,183412,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
tt2239822,Valerian and the City of a Thousand Planets,2017,"Action, Adventure, Fantasy",PG-13,136,6.4,51,182540,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe."
tt1583421,G.I. Joe: Retaliation,2013,"Action, Adventure, Sci-Fi",PG-13,110,5.7,41,182283,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.
tt0119081,Event Horizon,1997,"Horror, Sci-Fi, Thriller",R,96,6.6,35,182157,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.
tt1217613,Battle: Los Angeles,2011,"Action, Adventure, Sci-Fi",PG-13,116,5.7,37,181022,A squad of U.S. Marines becomes the last line of defense against a global invasion.
tt0063442,Planet of the Apes,1968,"Adventure, Sci-Fi",G,112,8.0,79,181011,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved."
tt4513678,Ghostbusters: Afterlife,2021,"Adventure, Comedy, Fantasy",PG-13,124,7.1,45,180905,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
tt1628841,Independence Day: Resurgence,2016,"Action, Adventure, Sci-Fi",PG-13,120,5.2,32,180523,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?"
tt0120647,Deep Impact,1998,"Action, Drama, Sci-Fi",PG-13,120,6.2,40,179776,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst."
tt0138704,Pi,1998,"Drama, Horror, Mystery",R,84,7.3,72,179383,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.
tt0359013,Blade: Trinity,2004,"Action, Horror, Sci-Fi",R,113,5.8,38,179122,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula."
tt0096754,The Abyss,1989,"Adventure, Drama, Mystery",PG-13,140,7.5,62,178802,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.
tt6450804,Terminator: Dark Fate,2019,"Action, Adventure, Sci-Fi",R,128,6.2,54,178374,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
tt0106697,Demolition Man,1993,"Action, Sci-Fi, Thriller",R,115,6.7,34,177961,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
tt0311429,The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy",PG-13,110,5.8,30,177073,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission."
tt1231587,Hot Tub Time Machine,2010,"Comedy, Sci-Fi",R,101,6.4,63,176417,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born."
tt0078346,Superman,1978,"Action, Adventure, Sci-Fi",PG,143,7.4,81,175948,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero."
tt0986263,Surrogates,2009,"Action, Sci-Fi, Thriller",PG-13,89,6.3,45,175858,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates."
tt0293429,Mortal Kombat,2021,"Action, Adventure, Fantasy",R,110,6.1,44,173272,MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.
tt0993840,Army of the Dead,2021,"Action, Crime, Horror",R,148,5.7,57,172792,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted."
tt1220634,Resident Evil: Afterlife,2010,"Action, Horror, Sci-Fi",R,96,5.8,37,172679,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia."
tt4779682,The Meg,2018,"Action, Horror, Sci-Fi",PG-13,113,5.6,46,172285,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.
tt0970416,The Day the Earth Stood Still,2008,"Adventure, Drama, Sci-Fi",PG-13,104,5.5,40,171638,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.
tt0100403,Predator 2,1990,"Action, Horror, Sci-Fi",R,108,6.3,46,169981,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles."
tt0087544,Kaze no tani no Naushika,1984,"Animation, Adventure, Sci-Fi",PG,117,8.0,86,169881,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
tt5104604,Isle of Dogs,2018,"Animation, Adventure, Comedy",PG-13,101,7.8,82,169434,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
tt2231461,Rampage,2018,"Action, Adventure, Sci-Fi",PG-13,107,6.1,45,169090,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago."
tt1502712,Fantastic Four,2015,"Action, Adventure, Sci-Fi",PG-13,100,4.3,27,168103,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.
tt1411250,Riddick,2013,"Action, Adventure, Sci-Fi",R,119,6.4,49,167594,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."
tt4701182,Bumblebee,2018,"Action, Adventure, Sci-Fi",PG-13,114,6.7,66,165981,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken."
tt0177789,Galaxy Quest,1999,"Adventure, Comedy, Sci-Fi",PG,102,7.4,70,165003,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord."
tt0387808,Idiocracy,2006,"Adventure, Comedy, Sci-Fi",R,84,6.5,66,164785,"Private Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive."
tt5884052,Pokémon: Detective Pikachu,2019,"Action, Adventure, Comedy",PG,104,6.5,53,163924,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
tt0892782,Monsters vs. Aliens,2009,"Animation, Action, Adventure",PG,94,6.4,56,163535,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
tt0120891,Wild Wild West,1999,"Action, Comedy, Sci-Fi",PG-13,106,4.9,38,161817,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
tt5848272,Ralph Breaks the Internet,2018,"Animation, Adventure, Comedy",PG,112,7.0,71,161813,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure."
tt10954984,Nope,2022,"Horror, Mystery, Sci-Fi",R,130,6.9,77,160359,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.
tt0435705,Next,2007,"Action, Sci-Fi, Thriller",PG-13,96,6.2,42,159656,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.
tt1496025,Underworld: Awakening,2012,"Action, Fantasy, Horror",R,88,6.3,39,155364,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind."
tt2975578,The Purge: Anarchy,2014,"Action, Horror, Sci-Fi",R,103,6.4,50,153417,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs."
tt4116284,The Lego Batman Movie,2017,"Animation, Action, Adventure",PG,104,7.3,75,152717,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick."
tt3371366,Transformers: The Last Knight,2017,"Action, Adventure, Sci-Fi",PG-13,154,5.2,27,152487,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space."
tt1188729,Pandorum,2009,"Action, Horror, Mystery",R,108,6.7,28,152454,"Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone."
tt0452694,The Time Traveler's Wife,2009,"Comedy, Drama, Fantasy",PG-13,107,7.1,47,152093,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage."
tt8041270,Jurassic World: Dominion,2022,"Action, Adventure, Sci-Fi",PG-13,147,5.7,38,149482,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects."
tt0358082,Robots,2005,"Animation, Adventure, Comedy",PG,91,6.4,64,148719,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management."
tt1334260,Never Let Me Go,2010,"Drama, Romance, Sci-Fi",R,103,7.1,69,146842,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking."
tt2120120,Pixels,2015,"Action, Comedy, Fantasy",PG-13,105,5.6,27,145730,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games."
tt1441395,Under the Skin,2013,"Drama, Horror, Mystery",R,108,6.3,80,145116,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery."
tt1855325,Resident Evil: Retribution,2012,"Action, Horror, Sci-Fi",R,95,5.3,39,143652,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
tt4500922,Maze Runner: The Death Cure,2018,"Action, Adventure, Sci-Fi",PG-13,143,6.2,50,141163,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare""."
tt0472033,9,2009,"Animation, Action, Adventure",PG-13,79,7.0,60,141091,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.
tt0242423,"Dude, Where's My Car?",2000,"Comedy, Mystery, Sci-Fi",PG-13,83,5.5,30,140811,Two potheads wake up after a night of partying and cannot remember where they parked their car.
tt3794354,Sonic the Hedgehog,2020,"Action, Adventure, Comedy",PG,99,6.5,47,139903,"After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him."
tt1648190,The Dark Tower,2017,"Action, Adventure, Fantasy",PG-13,95,5.6,34,139510,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.
